Characteristic;Category;Distribution;Dataset;Scope;URL;Index;explanation
Income;75 000-99 999 EUR;2;Filosofi 2015;local stat;https://auvergne-rhone-alpes.dreets.gouv.fr/sites/auvergne-rhone-alpes.dreets.gouv.fr/IMG/pdf/42_qp042019_mayollet.pdf;4-4;Approximation basée sur la distribution des revenus pour le QPV Mayollet-Saint-Clair (Filosofi 2015).
Income;≥ 100000 €;2;Filosofi 2015;local stat;https://auvergne-rhone-alpes.dreets.gouv.fr/sites/auvergne-rhone-alpes.dreets.gouv.fr/IMG/pdf/42_qp042019_mayollet.pdf;5-5;Approximation basée sur la distribution des revenus pour le QPV Mayollet-Saint-Clair (Filosofi 2015).
Place of residence;Urban;100;INSEE – Recensement de la population (RP) 2020;local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/;1-1;Quartier urbain dans la ville de Roanne.
Place of residence;Rural;0;INSEE – Recensement de la population (RP) 2020;local stat;https://www.bien-dans-ma-ville.fr/roanne-42187/;2-2;Quartier urbain, pas de population rurale.
MaritalStatus;Single;45.1;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;1-1;Agrégation de 'Single' et 'Cohabiting/union libre' pour correspondre à la catégorie, utilisé comme proxy pour le quartier Saint-Clair.
MaritalStatus;Married/Civil Union;35.2;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;2-2;Agrégation de 'Married' et 'PACSé' pour correspondre à la catégorie, utilisé comme proxy pour le quartier Saint-Clair.
MaritalStatus;Divorced/Separated;10.4;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;3-3;Correspond à 'Divorced', utilisé comme proxy pour le quartier Saint-Clair.
MaritalStatus;Widowed;9.3;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;4-4;Correspond à 'Widowed', utilisé comme proxy pour le quartier Saint-Clair.
Householdsize;1 person;31;INSEE – Recensement de la population (RP) 2010;local stat;https://auvergne-rhone-alpes.dreets.gouv.fr/sites/auvergne-rhone-alpes.dreets.gouv.fr/IMG/pdf/42_qp042019_mayollet.pdf;1-1;Part des ménages de 1 personne parmi les ménages (31 %), tel que publié pour le QPV Mayollet-Saint-Clair (RP 2010).
Householdsize;2 people;30;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;2-2;Approximation basée sur les données communales, utilisé comme proxy pour le quartier Saint-Clair (données spécifiques non disponibles).
Householdsize;3 or more people;39;INSEE – Recensement de la population (RP) 2010;local stat;https://auvergne-rhone-alpes.dreets.gouv.fr/sites/auvergne-rhone-alpes.dreets.gouv.fr/IMG/pdf/42_qp042019_mayollet.pdf;3-3;Approximation basée sur part des ménages de 6+ personnes (3%) et autres indicateurs, ajusté pour totaliser 100%, utilisé pour le QPV Mayollet-Saint-Clair (RP 2010).
Nationality;French;80;INSEE – Recensement de la population (RP) 2010;local stat;https://auvergne-rhone-alpes.dreets.gouv.fr/sites/auvergne-rhone-alpes.dreets.gouv.fr/IMG/pdf/42_qp042019_mayollet.pdf;1-1;Calculé comme 100 % - part des étrangers (20 %), tel que publié pour le QPV Mayollet-Saint-Clair (RP 2010).
Nationality;Foreign (Europe);3;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;2-2;Approximation basée sur la distribution typique des immigrés en France (30% Europe), adaptée à l'arrondissement pour le quartier Saint-Clair.
Nationality;Foreign (Africa);13;INSEE – Recensement de la population (RP) 2010;local stat;https://auvergne-rhone-alpes.dreets.gouv.fr/sites/auvergne-rhone-alpes.dreets.gouv.fr/IMG/pdf/42_qp042019_mayollet.pdf;3-3;Approximation basée sur la part des étrangers (20 %) et distribution typique (majorité Afrique), ajustée pour le QPV Mayollet-Saint-Clair (RP 2010).
Nationality;Non-citizen (other regions);4;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;4-4;Approximation basée sur la distribution typique des immigrés en France (33% autres), adaptée à l'arrondissement pour le quartier Saint-Clair.
Occupation;Farmers;0;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;1-1;Pourcentage d'agriculteurs (0 %), utilisé comme proxy pour le quartier Saint-Clair.
Occupation;Artisans/Traders;3;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;2-2;Pourcentage d'artisans, commerçants, chefs d'entreprise (2.8 %, arrondi à 3 %), utilisé comme proxy pour le quartier Saint-Clair.
Occupation;Professionals/Intellectuals;6;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;3-3;Pourcentage de cadres et professions intellectuelles supérieures (5.8 %, arrondi à 6 %), utilisé comme proxy pour le quartier Saint-Clair.
Occupation;Intermediate occupations;12;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;4-4;Pourcentage de professions intermédiaires (11.7 %, arrondi à 12 %), utilisé comme proxy pour le quartier Saint-Clair.
Occupation;Employees;14;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;5-5;Pourcentage d'employés (13.8 %, arrondi à 14 %), utilisé comme proxy pour le quartier Saint-Clair.
Occupation;Laborers;13;INSEE – Recensement de la population (RP) 2022;commune;https://www.insee.fr/fr/statistiques/2011101?geo=COM-42187;6-6;Pourcentage d'ouvriers (12.7 %, arrondi à 13 %), utilisé comme proxy pour le quartier Saint-Clair.
Occupation;Unemployed/Retired/Inactive;52;INSEE – Recensement de la population (RP) 2010;local stat;https://auvergne-rhone-alpes.dreets.gouv.fr/sites/auvergne-rhone-alpes.dreets.gouv.fr/IMG/pdf/42_qp042019_mayollet.pdf;7-7;Agrégation basée sur le taux d'emploi des 15-64 ans (36 %), ajusté pour inactifs/retraités/chômeurs dans le QPV Mayollet-Saint-Clair (RP 2010).
Ideology;Left;31;Résultats élection présidentielle 2022;commune;https://www.leprogres.fr/elections/resultats/election-presidentielle-2022?commune=42187;1-1;Approximation basée sur la somme des votes pour les candidats de gauche au 1er tour (Mélenchon 21.61%, Jadot 3.73%, Hidalgo 2.03%, Roussel 2.91%, Arthaud 0.62%, Poutou 0.6%), utilisé comme proxy pour le quartier Saint-Clair.
Ideology;Central;29;Résultats élection présidentielle 2022;commune;https://www.leprogres.fr/elections/resultats/election-presidentielle-2022?commune=42187;2-2;Correspond aux votes pour Macron (29.32%), utilisé comme proxy pour l'idéologie centrale dans le quartier Saint-Clair.
Ideology;Right;36;Résultats élection présidentielle 2022;commune;https://www.leprogres.fr/elections/resultats/election-presidentielle-2022?commune=42187;3-3;Approximation basée sur la somme des votes pour les candidats de droite au 1er tour (Le Pen 22.24%, Zemmour 7.6%, Pécresse 4.58%, Dupont-Aignan 2.05%), utilisé comme proxy pour le quartier Saint-Clair.
Ideology;Non-ideological;4;Résultats élection présidentielle 2022;commune;https://www.leprogres.fr/elections/resultats/election-presidentielle-2022?commune=42187;4-4;Approximation basée sur les votes pour Lassalle (2.71%) et votes blancs/nuls, utilisé comme proxy pour le quartier Saint-Clair.
Ethnicity;No migration background;80;INSEE – Recensement de la population (RP) 2010;local stat;https://auvergne-rhone-alpes.dreets.gouv.fr/sites/auvergne-rhone-alpes.dreets.gouv.fr/IMG/pdf/42_qp042019_mayollet.pdf;1-1;Approximation basée sur la part des étrangers (20 %), assumant la majorité sans background migratoire pour le QPV Mayollet-Saint-Clair (RP 2010).
Ethnicity;Origin Europe;3;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;2-2;Approximation basée sur la distribution typique des origines immigrées en France, adaptée au quartier Saint-Clair.
Ethnicity;African Origin;13;INSEE – Recensement de la population (RP) 2010;local stat;https://auvergne-rhone-alpes.dreets.gouv.fr/sites/auvergne-rhone-alpes.dreets.gouv.fr/IMG/pdf/42_qp042019_mayollet.pdf;3-3;Approximation basée sur la part des étrangers (20 %) et distribution typique (majorité Afrique), ajustée pour le QPV Mayollet-Saint-Clair (RP 2010).
Ethnicity;Origin other regions;4;INSEE – Étrangers - Immigrés en 2020;arrondissement;https://www.insee.fr/fr/statistiques/7633727?geo=ARR-422;4-4;Approximation basée sur la distribution typique des origines immigrées en France, adaptée au quartier Saint-Clair.
MBTI;ISTJ;12.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;1-1;Proxy basé sur estimations typiques de distribution MBTI (moyenne des fourchettes US ajustée, pas de données spécifiques à la France ou au quartier).
MBTI;ISFJ;11.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;2-2;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;INFJ;2;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;3-3;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;INTJ;3;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;4-4;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ISTP;5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;5-5;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ISFP;7;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;6-6;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;INFP;4.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;7-7;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;INTP;4;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;8-8;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ESTP;4.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;9-9;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ESFP;6.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;10-10;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ENFP;7;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;11-11;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ENTP;4.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;12-12;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ESTJ;10;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;13-13;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ESFJ;11;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;14-14;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ENFJ;3.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;15-15;Proxy basé sur estimations typiques de distribution MBTI.
MBTI;ENTJ;3.5;MBTI distribution estimates;national;https://en.wikipedia.org/wiki/Myers–Briggs_Type_Indicator;16-16;Proxy basé sur estimations typiques de distribution MBTI.
